202.005.032.000|202.005.063.255|孟加拉国||
202.005.096.000|202.005.127.255|澳大利亚||
202.005.128.000|202.005.159.255|巴基斯坦||
202.005.224.000|202.005.255.255|台湾||
202.006.003.000|202.006.004.255|澳大利亚||
202.006.005.000|202.006.007.255|新西兰||
202.006.008.000|202.006.083.255|澳大利亚||
202.006.084.000|202.006.087.255|新西兰||
202.006.088.000|202.006.089.255|APNIC||
202.006.090.000|202.006.090.255|泰国||
202.006.091.000|202.006.092.255|澳大利亚||
202.006.093.000|202.006.093.255|新西兰||
202.006.095.000|202.006.095.255|南朝鲜||
202.006.098.000|202.006.098.255|日本|鬼子|
202.006.100.000|202.006.101.255|泰国||
202.006.102.000|202.006.102.255|新加坡||
202.006.103.000|202.006.103.255|日本|鬼子|
202.006.106.000|202.006.106.255|澳大利亚||
202.006.107.000|202.006.107.255|泰国||
202.006.108.000|202.006.108.255|澳大利亚||
202.006.109.000|202.006.109.255|新西兰||
202.006.110.000|202.006.110.255|新西兰||
202.006.111.000|202.006.111.255|泰国||
202.006.112.000|202.006.115.255|澳大利亚||
202.006.128.000|202.006.255.255|APNIC||
202.007.000.000|202.007.003.255|APNIC||
202.007.004.000|202.007.007.255|新西兰||
202.007.008.000|202.007.015.255|澳大利亚||
202.007.032.000|202.007.063.255|新西兰||
202.007.128.000|202.007.159.255|香港||
202.007.224.000|202.007.255.255|澳大利亚||
202.008.000.000|202.008.003.255|新加坡||
202.008.004.000|202.008.005.255|新加坡||
202.008.008.000|202.008.011.255|新西兰||
202.008.012.000|202.008.012.255|新西兰||
202.008.016.000|202.008.031.255|澳大利亚||
202.008.032.000|202.008.039.255|澳大利亚||
202.008.064.000|202.008.071.255|泰国||
202.008.072.000|202.008.075.255|泰国||
202.008.094.000|202.008.095.255|新加坡||
202.008.096.000|202.008.127.255|澳大利亚||
202.008.128.000|202.008.159.255|APNIC||
202.008.224.000|202.008.255.255|菲律宾||
202.009.000.000|202.009.015.255|澳大利亚||
202.009.064.000|202.009.095.255|马来西亚||
202.009.128.000|202.009.159.255|印度||
202.009.224.000|202.009.255.255|澳大利亚||
202.010.000.000|202.010.255.255|澳大利亚||
202.011.000.000|202.011.255.255|日本|鬼子|
202.011.207.000|202.011.207.255|山东省|潍坊用户|
202.012.000.000|202.012.000.255|新西兰||
202.012.001.000|202.012.001.255|澳大利亚||
202.012.002.000|202.012.002.255|新加坡||
202.012.003.000|202.012.003.255|新西兰||
202.012.004.000|202.012.007.255|香港||
202.012.008.000|202.012.015.255|日本|鬼子|
202.012.017.000|202.012.017.255|菲律宾||
202.012.018.000|202.012.018.255|菲律宾||
202.012.019.000|202.012.019.255|APNIC||
202.012.020.000|202.012.021.255|APNIC||
202.012.022.000|202.012.023.255|澳大利亚||
202.012.024.000|202.012.025.255|澳大利亚||
202.012.026.000|202.012.026.255|文莱达鲁萨兰||
202.012.027.000|202.012.027.255|APNIC||
202.012.028.000|202.012.031.255|APNIC||
202.012.032.000|202.012.063.255|澳大利亚||
202.012.064.000|202.012.067.255|澳大利亚||
202.012.068.000|202.012.069.255|澳大利亚||
202.012.070.000|202.012.070.255|新西兰||
202.012.071.000|202.012.071.255|澳大利亚||
202.012.072.000|202.012.072.255|澳大利亚||
202.012.073.000|202.012.073.255|泰国||
202.012.074.000|202.012.074.255|泰国||
202.012.075.000|202.012.075.255|澳大利亚||
202.012.076.000|202.012.079.255|新西兰||
202.012.080.000|202.012.083.255|新西兰||
202.012.084.000|202.012.085.255|新西兰||
202.012.086.000|202.012.087.255|澳大利亚||
202.012.088.000|202.012.089.255|澳大利亚||
202.012.090.000|202.012.090.255|澳大利亚||
202.012.091.000|202.012.091.255|新西兰||
202.012.092.000|202.012.093.255|澳大利亚||
202.012.094.000|202.012.095.255|新加坡||
202.012.096.000|202.012.096.255|新西兰||
202.012.097.000|202.012.097.255|泰国||
202.012.098.000|202.012.099.255|澳大利亚||
202.012.100.000|202.012.100.255|澳大利亚||
202.012.101.000|202.012.101.255|新西兰||
202.012.102.000|202.012.103.255|新西兰||
202.012.104.000|202.012.105.255|新西兰||
202.012.106.000|202.012.107.255|澳大利亚||
202.012.108.000|202.012.108.255|新西兰||
202.012.109.000|202.012.109.255|澳大利亚||
202.012.110.000|202.012.111.255|澳大利亚||
202.012.112.000|202.012.115.255|澳大利亚||
202.012.116.000|202.012.116.255|泰国||
202.012.119.000|202.012.119.255|澳大利亚||
202.012.120.000|202.012.121.255|澳大利亚||
202.012.122.000|202.012.123.255|新西兰||
202.012.124.000|202.012.124.255|新西兰||
202.012.125.000|202.012.125.255|澳大利亚||
202.012.126.000|202.012.127.255|澳大利亚||
202.012.128.000|202.012.191.255|澳大利亚||
202.012.192.000|202.012.223.255|澳大利亚||
202.012.224.000|202.012.239.255|澳大利亚||
202.012.240.000|202.012.241.255|澳大利亚||
202.012.242.000|202.012.242.255|澳大利亚||
202.013.000.000|202.013.127.255|日本|鬼子|
202.013.128.000|202.013.191.255|日本|鬼子|
202.013.192.000|202.013.223.255|日本|鬼子|
202.013.224.000|202.013.239.255|日本|鬼子|
202.013.240.000|202.013.247.255|日本|鬼子|
202.013.248.000|202.013.251.255|日本|鬼子|
202.013.252.000|202.013.253.255|日本|鬼子|
202.013.254.000|202.013.254.255|日本|鬼子|
202.014.000.000|202.014.007.255|澳大利亚||
202.014.008.000|202.014.015.255|台湾||
202.014.016.000|202.014.031.255|新西兰||
202.014.032.000|202.014.063.255|新西兰||
202.014.064.000|202.014.065.255|澳大利亚||
202.014.066.000|202.014.066.255|澳大利亚||
202.014.067.000|202.014.067.255|香港||
202.014.068.000|202.014.068.255|香港||
202.014.073.000|202.014.073.255|新西兰||
202.014.074.000|202.014.075.255|新西兰||
202.014.076.000|202.014.079.255|澳大利亚||
202.014.080.000|202.014.080.255|香港||
202.014.081.000|202.014.081.255|澳大利亚||
202.014.082.000|202.014.083.255|新西兰||
202.014.084.000|202.014.084.255|新西兰||
202.014.088.000|202.014.088.255|中国|北京计算机应用学院(CPA)|
202.014.089.000|202.014.089.255|澳大利亚||
202.014.090.000|202.014.091.255|泰国||
202.014.092.000|202.014.093.255|泰国||
202.014.094.000|202.014.094.255|泰国||
202.014.095.000|202.014.095.255|澳大利亚||
202.014.096.000|202.014.099.255|新西兰||
202.014.100.000|202.014.100.255|新西兰||
202.014.101.000|202.014.101.255|澳大利亚||
202.014.102.000|202.014.102.255|新西兰||
202.014.103.000|202.014.103.255|南朝鲜||
202.014.104.000|202.014.105.255|澳大利亚||
202.014.106.000|202.014.107.255|新西兰||
202.014.108.000|202.014.109.255|新西兰||
202.014.110.000|202.014.111.255|澳大利亚||
202.014.112.000|202.014.113.255|澳大利亚||
202.014.114.000|202.014.115.255|新西兰||
202.014.116.000|202.014.116.255|澳大利亚||
202.014.117.000|202.014.117.255|泰国||
202.014.118.000|202.014.119.255|澳大利亚||
202.014.120.000|202.014.123.255|澳大利亚||
202.014.124.000|202.014.125.255|澳大利亚||
202.014.126.000|202.014.126.255|澳大利亚||
202.014.127.000|202.014.127.255|新西兰||
202.014.128.000|202.014.131.255|澳大利亚||
202.014.132.000|202.014.133.255|澳大利亚||
202.014.134.000|202.014.134.255|澳大利亚||
202.014.135.000|202.014.135.255|新西兰||
202.014.136.000|202.014.136.255|新西兰||
202.014.137.000|202.014.137.255|澳大利亚||
202.014.138.000|202.014.139.255|澳大利亚||
202.014.140.000|202.014.141.255|新西兰||
202.014.142.000|202.014.142.255|新西兰||
202.014.143.000|202.014.143.255|澳大利亚||
202.014.144.000|202.014.147.255|澳大利亚||
202.014.148.000|202.014.148.255|澳大利亚||
202.014.149.000|202.014.149.255|新西兰||
202.014.150.000|202.014.150.255|新西兰||
202.014.151.000|202.014.151.255|澳大利亚||
202.014.152.000|202.014.152.255|澳大利亚||
202.014.153.000|202.014.153.255|新加坡||
202.014.154.000|202.014.154.255|新加坡||
202.014.155.000|202.014.155.255|澳大利亚||
202.014.156.000|202.014.159.255|澳大利亚||
202.014.160.000|202.014.161.255|澳大利亚||
202.014.162.000|202.014.163.255|泰国||
202.014.164.000|202.014.164.255|泰国||
202.014.165.000|202.014.165.255|南朝鲜||
202.014.166.000|202.014.166.255|澳大利亚||
202.014.167.000|202.014.167.255|新西兰||
202.014.168.000|202.014.168.255|新西兰||
202.014.169.000|202.014.169.255|澳大利亚||
202.014.170.000|202.014.171.255|澳大利亚||
202.014.172.000|202.014.175.255|澳大利亚||
202.014.176.000|202.014.191.255|澳大利亚||
202.014.192.000|202.014.207.255|澳大利亚||
202.014.208.000|202.014.215.255|澳大利亚||
202.014.216.000|202.014.217.255|新西兰||
202.014.218.000|202.014.218.255|新西兰||
202.014.219.000|202.014.219.255|澳大利亚||
202.014.220.000|202.014.221.255|澳大利亚||
202.014.222.000|202.014.222.255|香港||
202.014.223.000|202.014.223.255|澳大利亚||
202.014.224.000|202.014.227.255|新西兰||
202.014.228.000|202.014.228.255|新西兰||
202.014.229.000|202.014.229.255|澳大利亚||
202.014.230.000|202.014.231.255|澳大利亚||
202.014.232.000|202.014.233.255|澳大利亚||
202.014.234.000|202.014.234.255|澳大利亚||
202.014.235.000|202.014.238.255|北京|华北计算技术研究所|
202.014.239.000|202.014.239.255|澳大利亚||
202.014.240.000|202.014.247.255|澳大利亚||
202.014.248.000|202.014.251.255|澳大利亚||
202.014.252.000|202.014.253.255|新西兰||
202.014.254.000|202.014.254.255|新西兰||
202.015.000.000|202.015.255.255|日本|鬼子|
202.016.000.000|202.019.255.255|日本|鬼子|
202.020.000.000|202.020.007.255|新西兰||
202.020.008.000|202.020.015.255|澳大利亚||
202.020.016.000|202.020.031.255|澳大利亚||
202.020.032.000|202.020.063.255|新西兰||
202.020.064.000|202.020.065.255|新西兰||
202.020.066.000|202.020.066.255|香港||
202.020.067.000|202.020.067.255|泰国||
202.020.068.000|202.020.068.255|泰国||
202.020.069.000|202.020.069.255|澳大利亚||
202.020.070.000|202.020.071.255|澳大利亚||
202.020.072.000|202.020.075.255|澳大利亚||
202.020.076.000|202.020.079.255|新西兰||
202.020.080.000|202.020.080.255|新西兰||
202.020.081.000|202.020.081.255|澳大利亚||
202.020.082.000|202.020.083.255|南朝鲜||
202.020.084.000|202.020.085.255|南朝鲜||
202.020.086.000|202.020.086.255|南朝鲜||
202.020.087.000|202.020.087.255|泰国||
202.020.088.000|202.020.089.255|香港||
202.020.090.000|202.020.090.255|日本|鬼子|
202.020.091.000|202.020.091.255|新西兰||
202.020.092.000|202.020.093.255|新西兰||
202.020.094.000|202.020.095.255|香港||
202.020.096.000|202.020.097.255|新西兰||
202.020.098.000|202.020.098.255|香港||
202.020.099.000|202.020.099.255|南朝鲜||
202.020.100.000|202.020.101.255|香港||
202.020.102.000|202.020.103.255|新西兰||
202.020.104.000|202.020.104.255|新西兰||
202.020.105.000|202.020.105.255|泰国||
202.020.106.000|202.020.107.255|印度尼西亚||
202.020.108.000|202.020.109.255|印度尼西亚||
202.020.110.000|202.020.110.255|日本|鬼子|
202.020.111.000|202.020.111.255|香港||
202.020.112.000|202.020.112.255|关岛||
202.020.113.000|202.020.113.255|新西兰||
202.020.114.000|202.020.115.255|新加坡||
202.020.116.000|202.020.116.255|新加坡||
202.020.117.000|202.020.117.255|香港||
202.020.118.000|202.020.118.255|香港||
202.020.119.000|202.020.119.255|南朝鲜||
202.020.120.000|202.020.120.255|中国|北京地震所|
202.020.121.000|202.020.121.255|新西兰||
202.020.122.000|202.020.122.255|新西兰||
202.020.123.000|202.020.123.255|日本|鬼子|
202.020.124.000|202.020.124.255|日本|鬼子|
202.020.125.000|202.020.125.255|香港||
202.020.126.000|202.020.127.255|香港||
202.020.128.000|202.020.255.255|南朝鲜||
202.021.000.000|202.021.007.255|南朝鲜||
202.021.008.000|202.021.015.255|澳大利亚||
202.021.016.000|202.021.031.255|新西兰||
202.021.032.000|202.021.063.255|新西兰||
202.021.064.000|202.021.095.255|新西兰||
202.021.096.000|202.021.111.255|新西兰||
202.021.112.000|202.021.127.255|日本|鬼子|
202.021.128.000|202.021.128.255|香港||
202.021.130.000|202.021.131.255|新西兰||
202.021.132.000|202.021.133.255|新西兰||
202.021.134.000|202.021.135.255|泰国||
202.021.138.000|202.021.139.255|新西兰||
202.021.140.000|202.021.140.255|泰国||
202.021.141.000|202.021.141.255|新西兰||
202.021.142.000|202.021.143.255|新西兰||
202.021.144.000|202.021.144.255|泰国||
202.021.145.000|202.021.145.255|新加坡||
202.021.146.000|202.021.146.255|新加坡||
202.021.147.000|202.021.147.255|印度||
202.021.148.000|202.021.148.255|马来西亚||
202.021.149.000|202.021.149.255|泰国||
202.021.150.000|202.021.151.255|日本|鬼子|
202.021.152.000|202.021.153.255|日本|鬼子|
202.021.154.000|202.021.154.255|新加坡||
202.021.155.000|202.021.155.255|新西兰||
202.021.156.000|202.021.157.255|新西兰||
202.021.192.000|202.021.255.255|新加坡||
202.022.000.000|202.022.007.255|新西兰||
202.022.008.000|202.022.015.255|泰国||
202.022.016.000|202.022.031.255|新西兰||
202.022.064.000|202.022.127.255|日本|鬼子|
202.022.128.000|202.022.159.255|新喀里多尼亚||
202.022.224.000|202.022.255.255|上海|UNNET公司网络用户|
202.022.252.000|202.022.252.255|上海|交易信息网络中心|
202.022.253.000|202.022.254.255|上海|UNNET公司内部网|
202.022.254.000|202.022.254.255|上海|深圳黎明网络公司上海分部|
202.022.255.000|202.022.255.255|上海|YI CHU商贸公司|
202.023.000.000|202.023.255.255|日本|鬼子|
202.024.000.000|202.025.255.255|日本|鬼子|
202.026.000.000|202.026.255.255|日本|鬼子|
202.027.000.000|202.027.015.255|新西兰||
202.027.016.000|202.027.031.255|新加坡||
202.027.032.000|202.027.063.255|新西兰||
202.027.064.000|202.027.127.255|新西兰||
202.027.128.000|202.027.255.255|新西兰||
202.028.000.000|202.029.255.255|泰国||
202.030.000.000|202.031.255.255|南朝鲜||
202.032.000.000|202.035.255.255|日本|鬼子|
202.036.000.000|202.037.255.255|新西兰||
202.038.000.000|202.038.001.255|上海|复旦大学计算机系|
202.038.000.000|202.038.255.255|中国||
202.038.002.000|202.038.003.255|江苏|南京大学|
202.038.004.000|202.038.007.255|上海|市政府|
202.038.008.000|202.038.015.255|北京|原子能学会|
202.038.032.000|202.038.047.255|中国|北方电信|
202.038.064.000|202.038.095.255|安徽|合肥中国科技大学|
202.038.096.000|202.038.096.255|安徽|合肥中国科学技术大学校园网路由器|
202.038.096.000|202.038.127.255|北京|中国教育网网络中心|
202.038.123.000|202.038.123.255|中国|教育网路由器|
202.038.126.000|202.038.127.255|北京|211学科建设镜像点|
202.038.126.114|202.038.127.117|北京|国家现代材料网络中心|
202.038.128.000|202.038.129.255|北京|高能物理所|
202.038.130.000|202.038.131.255|云南|云南大学|
202.038.132.000|202.038.134.255|上海|大众汽车公司|
202.038.135.000|202.038.135.255|上海|交通大学|
202.038.136.000|202.038.136.255|北京|佳能公司北京办事处|
202.038.137.000|202.038.137.255|北京|SINOPEC管理学院|
202.038.138.000|202.038.138.255|北京|理论物理学会|
202.038.140.000|202.038.141.255|广东|汕头大学|
202.038.142.000|202.038.142.255|北京|邮电管理学院|
202.038.143.000|202.038.143.255|江苏|南京大学网络中心|
202.038.146.000|202.038.147.255|北京|中国矿业进出口公司|
202.038.149.000|202.038.149.255|上海|北方电信半导体公司|
202.038.150.000|202.038.150.255|北京|北方电信北京电信公司|
202.038.151.000|202.038.151.255|中国|北方电信|
202.038.152.000|202.038.153.255|中国|北京四环医疗信息中心|
202.038.154.000|202.038.155.255|广东|深圳Tong Guang Nortel Ltd|
202.038.156.000|202.038.156.255|山东|东营胜利油田石油管理局|
202.038.160.000|202.038.161.255|北京|财富信息公司|
202.038.164.000|202.038.167.255|吉林|长春奥迪厂|
202.038.168.000|202.038.168.255|北京|北方电信中国CITIC总部|
202.038.169.000|202.038.169.255|上海|北方电信中国销售部|
202.038.170.000|202.038.170.255|北京|北方电信中国部|
202.038.171.000|202.038.171.255|广东|NT环球公司番禺办事处|
202.038.172.000|202.038.172.255|广东|NT环球公司广州办事处|
202.038.173.000|202.038.173.255|辽宁|沈阳北方电信|
202.038.174.000|202.038.174.255|北京|北方电信电信部|
202.038.175.000|202.038.175.255|北京|Tong Guang-Nortel Ltd|
202.038.176.000|202.038.176.255|北京|电子工业部信息中心|
202.038.192.000|202.038.192.255|广东|广州华南理工大学路由|
202.038.192.000|202.038.255.255|广东|广州华南理工大学|
202.038.196.000|202.038.196.255|广东|广州华南理工大学逸夫楼2/3楼|
202.038.196.121|202.038.196.121|广东|广州华南理工大学逸夫楼2楼|
202.038.198.000|202.038.198.255|广东|广州华南理工大学逸夫楼4楼|
202.038.200.000|202.038.200.099|广东|广州华南理工大学计算机中心二楼|
202.038.200.100|202.038.200.199|广东|广州华南理工大学计算机中心伟易达机房|
202.038.201.000|202.038.201.255|广东|广州华南理工大学计算机中心一楼|
202.038.202.000|202.038.202.255|广东|广州华南理工大学10号楼|
202.038.207.000|202.038.207.255|广东|广州华南理工大学逸夫楼旁边电力楼|
202.038.208.000|202.038.208.255|广东|广州华南理工大学学校政要处(2号楼)|
202.038.211.000|202.038.211.255|广东|广州华南理工大学一号楼电教室|
202.038.212.000|202.038.212.255|广东|广州华南理工大学三号楼研究生机房|
202.038.213.000|202.038.213.255|广东|广州华南理工大学三号楼本科生机房|
202.038.214.000|202.038.214.255|广东|广州华南理工大学自动化系|
202.038.217.000|202.038.217.255|广东|广州华南理工大学西六|
202.038.218.000|202.038.218.255|广东|广州华南理工大学化工所|
202.038.219.000|202.038.219.255|广东|广州华南理工大学化工学院公共机房|
202.038.221.000|202.038.221.255|广东|广州华南理工大学汕头校友楼|
202.038.222.000|202.038.222.255|广东|广州华南理工大学14号楼材料学院|
202.038.223.000|202.038.223.255|广东|广州华南理工大学食品学院|
202.038.228.000|202.038.228.255|广东|广州华南理工大学交通大楼|
202.038.229.000|202.038.229.255|广东|广州华南理工大学电力大楼|
202.038.229.174|202.038.229.253|广东|广州华南理工大学北区学六|
202.038.230.000|202.038.230.255|广东|广州华南理工大学计算所(在3号楼)|
202.038.231.000|202.038.231.255|广东|广州华南理工大学27号楼|
202.038.232.000|202.038.232.255|广东|广州华南理工大学图书馆办公室|
202.038.233.000|202.038.233.255|广东|广州华南理工大学图书馆公共机房|
202.038.235.000|202.038.235.255|广东|广州华南理工大学计算研究所(在图书馆边上那个)|
202.038.237.000|202.038.237.255|广东|广州华南理工大学西十五|
202.038.238.000|202.038.238.255|广东|广州华南理工大学四号楼外语系、应物实验室|
202.038.240.000|202.038.240.255|广东|广州华南理工大学研一|
202.038.241.000|202.038.241.255|广东|广州华南理工大学研二/研三|
202.038.242.000|202.038.242.255|广东|广州华南理工大学北区干训楼/学二|
202.038.243.000|202.038.243.255|广东|广州华南理工大学研四|
202.038.244.000|202.038.244.255|广东|广州华南理工大学研五(这可是女生宿舍哦)|
202.038.245.000|202.038.245.099|广东|广州华南理工大学西二、西十六(女生宿舍)|
202.038.245.100|202.038.245.199|广东|广州华南理工大学西三|
202.038.246.000|202.038.246.255|广东|广州华南理工大学东二/东三|
202.038.247.000|202.038.247.255|广东|广州华南理工大学北区成教四和学二|
202.038.248.000|202.038.248.255|广东|广州华南理工大学西十八|
202.038.249.000|202.038.249.255|广东|广州华南理工大学东十二|
202.038.250.000|202.038.250.255|广东|广州华南理工大学东六|
202.038.251.000|202.038.251.255|广东|广州华南理工大学东十一、东四|
202.038.252.000|202.038.252.255|广东|广州华南理工大学西十二、西十三、西十一|
202.038.254.000|202.038.254.255|广东|广州华南理工大学拨号用户|
202.039.000.000|202.039.255.255|台湾||
202.040.000.000|202.040.255.255|香港||
202.040.137.000|202.040.138.255|香港||
202.040.157.000|202.040.157.255|香港||
202.040.192.000|202.040.207.255|香港||
202.040.219.000|202.040.219.255|香港||
202.041.000.000|202.041.255.255|印度||
202.042.000.000|202.042.255.255|新加坡||
202.042.033.008|202.042.033.011|新加坡||
202.042.033.016|202.042.033.023|新加坡||
202.042.033.044|202.042.033.047|新加坡||
202.042.033.056|202.042.033.059|新加坡||
202.042.033.076|202.042.033.079|新加坡||
202.042.033.084|202.042.033.087|新加坡||
202.042.033.100|202.042.033.103|新加坡||
202.042.033.132|202.042.033.135|新加坡||
202.042.033.140|202.042.033.143|新加坡||
202.042.033.152|202.042.033.155|新加坡||
202.042.033.160|202.042.033.167|新加坡||
202.042.033.172|202.042.033.179|新加坡||
202.042.033.192|202.042.033.199|新加坡||
202.043.000.000|202.043.031.255|阿联酋||
202.043.032.000|202.043.063.255|印度||
202.043.064.000|202.043.095.255|台湾||
202.043.128.000|202.043.159.255|菲律宾||
202.043.224.000|202.043.255.255|印度尼西亚||
202.044.000.000|202.044.255.255|泰国||
202.045.000.000|202.045.255.255|香港||
202.045.032.000|202.045.063.255|香港||
202.045.128.000|202.045.128.255|香港||
202.046.000.000|202.046.031.255|印度尼西亚||
202.046.032.000|202.046.063.255|澳大利亚||
202.046.064.000|202.046.127.255|印度尼西亚||
202.046.128.000|202.046.255.255|印度尼西亚||
202.047.000.000|202.047.031.255|菲律宾||
202.047.032.000|202.047.063.255|澳大利亚||
202.047.096.000|202.047.127.255|菲律宾||
202.047.128.000|202.047.135.255|菲律宾||
202.047.136.000|202.047.139.255|菲律宾||
202.047.140.000|202.047.141.255|菲律宾||
202.047.248.000|202.047.255.255|泰国||
202.048.000.000|202.048.255.255|日本|鬼子|
202.049.000.000|202.049.255.255|新西兰||
202.050.000.000|202.050.255.255|新西兰||
202.051.000.000|202.051.031.255|尼泊尔||
202.051.032.000|202.051.063.255|印度||
202.051.128.000|202.051.159.255|斯里兰卡||
202.051.192.000|202.051.255.255|印度尼西亚||
202.052.000.000|202.052.031.255|尼泊尔||
202.052.064.000|202.052.127.255|台湾||
202.052.128.000|202.052.159.255|香港||
202.052.224.000|202.052.255.255|尼泊尔||
202.053.000.000|202.053.031.255|尼泊尔||
202.053.032.000|202.053.063.255|澳大利亚||
202.053.128.000|202.053.159.255|香港||
202.053.224.000|202.053.255.255|印度尼西亚||
202.054.000.000|202.055.255.255|印度||
202.056.000.000|202.056.031.255|印度||
202.056.096.000|202.056.127.255|菲律宾||
202.056.224.000|202.056.255.255|印度||
202.057.000.000|202.057.031.255|印度||
202.057.032.000|202.057.063.255|菲律宾||
202.057.064.000|202.057.127.255|菲律宾||
202.057.128.000|202.057.159.255|泰国||
202.057.224.000|202.057.255.255|香港||
202.058.000.000|202.058.031.255|老挝||
202.058.096.000|202.058.127.255|菲律宾||
202.058.128.000|202.058.159.255|巴布亚新几内||
202.058.224.000|202.058.255.255|菲律宾||
202.059.000.000|202.059.031.255|汤加||
202.059.032.000|202.059.063.255|澳大利亚||
202.059.128.000|202.059.159.255|菲律宾||
202.059.224.000|202.059.255.255|泰国||
202.060.000.000|202.060.031.255|毛里求斯||
202.060.064.000|202.060.095.255|台湾||
202.060.128.000|202.060.159.255|印度||
202.060.224.000|202.060.255.255|香港||
202.061.000.000|202.061.031.255|巴布亚新几内||
202.061.032.000|202.061.063.255|台湾||
202.061.064.000|202.061.095.255|菲律宾||
202.061.192.000|202.061.255.255|澳大利亚||
202.062.000.000|202.062.127.255|斐济||
202.062.128.000|202.062.159.255|澳大利亚||
202.062.224.000|202.062.255.255|斐济||
