"php最佳实践——thinkphp开发框架","http://www.thinkphp.cn/","","PHP"
"下载详细信息： windows script debugger","http://www.microsoft.com/downloads/details.aspx?displaylang=zh-cn&amp;familyid=e606e71f-ba7f-471e-a57d-f2216d81ec3d","","JavaScript"
"adobe - flash 技术说明: javascript 和 macromedia flash 之间的通信示例","http://www.adobe.com/cn/support/flash/ts/documents/javascript_comm.htm","","JavaScript"
"w3school 在线教程","http://www.w3school.com.cn/","","HTML"
"揭密视频网站（主要是自动转换成flv方面） ","http://www.koofox.com/read-htm-tid-3094.html","","视频网站"
"flexs.cn-flash 视频(flv)编码,转换,录制,播放方案一网打尽","http://www.flexs.cn/post/135.html","","视频网站"
"getjar world of free java, symbian, windows mobile, blackberry, ","http://www.getjar.com/software/","","手机"
"phpmaker 5 - the best php code generator","http://www.hkvstore.com/phpmaker/demo.asp","","PHP"
"用dnspod和squid打造自己的cdn(六) - zdnet china - where technology means ","http://server.zdnet.com.cn/server/2008/0520/871539.shtml","","视频网站"
"用dnspod和squid打造自己的cdn(七) - zdnet china - where technology means ","http://server.zdnet.com.cn/server/2008/0520/871507.shtml","","视频网站"
"用dnspod和squid打造自己的cdn(八) - zdnet china - where technology means ","http://server.zdnet.com.cn/server/2008/0520/871453.shtml","","视频网站"
"png behavior demo (webfx)","http://webfx.eae.net/dhtml/pngbehavior/demo.html","","CSS"
"拍照巅峰对决 索爱k810与k800对比评测_手机_科技时代_新浪网","http://tech.sina.com.cn/mobile/n/2007-05-24/12481525715.shtml","","手机"
"成像较量 诺基亚n73索爱k810对比 - gsm | it168","http://publish.it168.com/2007/0612/20070612056401.shtml","","手机"
"apache的ssi（服务端包含）_thinking in lamp - 老王的技术手册","http://hi.baidu.com/thinkinginlamp/blog/item/e6aa4316b818564a20a4e9e8.html","","Apache"
"w800耳机鉴别（附讲解图）（4月14日补充线控分解图） - 手机音乐发烧友俱乐部 ","http://sebbs.it168.com/viewthread.php?tid=122230","","zerofault"
"交互组件演示 - 一葉千鳥","http://www.rexsong.com/demo/","","HTML"
"用索爱k810i蓝牙共享pc宽带 - 索尼爱立信k818c玩家宝典 - 友人网","http://bible.younet.com/files/2008/04/17/391396.shtml","","手机"
"java docs and tools","http://developer.sonyericsson.com/site/global/docstools/java/p_java.jsp","","手机"
"最详细的再谈k750共享pc上网（图文） - w800 k750专区","http://sebbs.it168.com/viewthread.php?tid=149464","","手机"
"手机控制电脑——想怎么玩就怎么玩 - 索尼爱立信k800c玩家宝典 - 友人网","http://bible.younet.com//files/2008/05/12/392391.shtml","","手机"
"索尼爱立信 k818c 手机_报价_论坛_宝典 - 手机大全 - 友人网","http://mobile.younet.com/files/17/17143.html","","手机"
"SE K810i 攝力終極試煉","http://www.km163.com.cn/baodian2.asp?baodian_id=427","","手机"
"家常菜谱 美食菜谱 | 我菜woocai.cn","http://www.woocai.cn/index.html","","生活"
"25个优秀的ajax应用与实例 - 围挖","http://my.dongua.com/wewa/blog!entry/917.entry","","XmlHttp"
"365日历网—www.365rili.com","http://www.365rili.com/calendar.html?cid=251&amp;p=true","","生活"
"51flash.cn收藏分享设计资讯","http://www.51flash.cn/","","CSS"
"网络管理员爱犯的毛病（三）_网络技巧_技巧_it专家网","http://networking.ctocio.com.cn/tips/46/8113546.shtml","","windows"
"多普达595蓝牙共享宽带最简单的方法 - 多普达595玩家宝典 - 友人网","http://bible.younet.com//files/2008/03/05/389287.shtml","","手机"
"rsync   ssh -- 讓 server 自動異地備援也加密 - 網管小技巧","http://dz.adj.idv.tw/thread-48-1-4.html","","rsync"
"網管小技巧 - adj網路實驗室 linux,freebsd,php,mysql,cluster,software downlo","http://dz.adj.idv.tw/forum-7-4.html","","Linux"
"filewatcher file search","http://www.filewatcher.com/","","zerofault"
"windows下rsync软件配置和使用","http://fengyu.souidc.org/windows_rsync.htm","","rsync"
"freebsd rsync文件同步 - 红联linux门户-做最出色的linux技术社区网站 - 信息资讯 - linux - ","http://www.linuxdiyf.com/viewarticle.php?id=81408","","rsync"
"備份的方法 3 : 使用 rsync","http://linux.tnc.edu.tw/techdoc/rsync.htm","","rsync"
"轻薄的诱惑 hp nc4010详细评测 [笔记本评测] ","http://www.it.com.cn/f/notebook/048/3/13611.htm","","IBM_NB"
"slicehost articles: rsync - exclude files and folders","http://articles.slicehost.com/2007/10/10/rsync-exclude-files-and-folders","","rsync"
"class.noobslide.js","http://www.efectorelativo.net/laboratory/noobslide/sample.html","","CSS"
"时代不同 选择也将不同 轻薄商务ibm x40笔记本_搜狐it","http://it.sohu.com/20041028/n222735292.shtml","","IBM_NB"
"不再是缩小的t：ibm x40笔记本电脑评测体验__科技时代_新浪网","http://tech.sina.com.cn/c/2004-05-10/1458359470.shtml","","IBM_NB"
"ibm x40真机全分析！解读行货最高配置x40！ ——ezit 数码导购 潮流生活","http://www.ezit.com.cn/art/1561/20040604/117473_1.html","","IBM_NB"
"ibm开发人员谈thinkpad�x40","http://www.sdlysz.com.cn/infoview/article_170771.html","","IBM_NB"
"vmware how to - osx86","http://wiki.osx86project.org/wiki/index.php/vmware_how_to","","Mac"
"...macos安装技巧与问题汇总以及补nf网卡驱动解决方案...","http://www.aplbbs.com/viewthread.php?tid=34581","","Mac"
